category,count
Stone Pot 煲仔,9
Chicken Gravy,9
Poultry 禽,9
Vegetarian Roll / Hand Roll,9
Soup Noodle 汤面,9
Hot Pot (come w white rice  No Substitution),9
Hong Kong Style Chow Mein &amp; Chow Fun,9
Additional Sides,9
Bawarchi Pulav,9
Steamed Health Foods,9
Pho-Rice Noodle Soup,9
Vegetables Dinner,9
Cream Float Series (Hot),9
House Special Dishes/ 一手必点菜,9
Chicken - G,9
Pork - H,9
Stir-Fried Rice and Egg Noodle 炒粉及面 ,9
Specialty Appetizers,9
Deluxe Combination Dinner,9
Side order ( Rice &amp; Sauce ),9
Ramen Noodle Soup,9
Hot Bowl Classic Stir-Fry,9
Asian Corner Noodles,9
Grocery,9
Yee Mein Soup,9
Vegetables (Rice Not Included),9
Ramen &amp; Rice Noodle ,9
Small Rolls (Seaweed Outside) (Sushi Menu),9
Appetizers (Traditional),9
Pork🥘,9
Chinese American Favorites,9
Appetizer 头盘,9
Fried Rice and Soup汤/炒饭/米饭,9
Indian Appetizers &amp; Kebabs,9
Soups 靚湯,9
Kabobs,9
Special Wings Combo,9
Sizzling Steaks,9
Stir-Fry Share Dishes Vegetarian 素食共享餐小炒,9
Noodle or Fried Rice,9
頭臺 Appetizers,9
Meat Shop,9
Rice Noodle 米粉,9
"Fried Rice, Noodle, &amp; Chow Mein",9
Entree( minimum of 2 order),9
招牌小炒 house special stir-fried,9
Ala cartes,9
Noodle’s Platters,9
Vegetarian (Come with Steam Rice),9
Rice &amp; Noodle Entrees - Lunch,9
COMBO TERIYAKI ,9
Milk Tea &amp; Smoothies,9
Lo Mein Sauteed Noodles,9
Japanese Dinner Entrees,9
Mu Shu Dish,9
Sushi Rolls-- all sushi items are not available--sorry,9
Bebida,9
Shaken Iced Green Tea,9
Shaken Iced Black Tea,9
Appetizer - Hot,9
Lunch Menu / Shrimp,9
Utensils &amp; Extras,9
Szechwan Entrees,9
Vegetables and Bean Curds,9
Lo-Mein,9
Platters,9
"Crispy Noodle &amp; Soft White Noodle (Hu tieu, mi xao don)",9
Noodles 面,9
Dim Sum and Appetizer 中式点心及小吃,9
Soup and Rice (Side),9
Rice Ramen (牛肉粉),9
Rice Porridge,9
Dishes,9
Bundle,9
Fu Belly Beef Combos,9
Fu Belly Seafood Combos,9
Top 10 Dish,9
Diet Favorites and Wings Special,9
Quesadillas,9
Beverages &amp; Frozen Slushies,9
Bean Curd or  Vegetables,9
Specialty Drinks,9
Soup Bases,9
Vegetable 时令蔬菜,9
Red Pepper Boiled in Special Red Chili Oil水煮类,9
Extra 加,9
Japanese Grilled Combination,9
Populars,9
Rice and Noodle Platter,9
Milk Strike,9
Pork /  Tofu,9
Thai Special Dinner,9
Regular Dish,9
Chef's Choice,9
Black Tea,9
KOREAN STYLE WING,9
Shrimp Mains,9
Braised Rice All Combo,9
Sweet and Sour Dishes,9
Tofu Dish,9
Homemade Noodles老地方特色面,9
Tofu 豆腐香干,9
Bottled Beer,9
Dumpling,9
"Sauces, Condiments, and Chips",9
"Grilled Steaks, Seafood, and Veggies",9
Beverages/Soft Drinks,9
Hibachi Fried Rice,9
"Extra Sauce
",9
Japanese Cuisine Appetizers,9
Fat Buster Approved,9
Teriyaki Special,9
Other Soup,9
Stir-Fried Rice Vermicelli 炒米粉,9
Appetizer (Cold Dishes),9
Traditional Hand Roll,9
Bubble Iced Tea 珍珠冰茶,9
Healthy Food Section,9
Small Plates ,9
Dinner / Vegetable,9
Energy Grains,9
Signature Sauces,9
Rice Platter,9
Beef and Lamb 牛羊肉,9
All Day Menu - Soups,9
Special 美式中餐,9
Koji Ramen,9
Breakfast Favorites,9
Appetizers / Aperitivos,9
Signature Stir-Fry Noodle,9
Combos 超级拼盘,9
Rice and Noodle Lovers,9
Soups 汤羹,9
Misc,9
"Teriyaki
",9
"Teriyaki Combo
",9
All Day Menu - Chicken,9
All Day Menu - Beef,9
Side Order ,9
Garlic Sauce,9
Chat &amp; Snacks,9
Vegetable &amp; Tofu ,9
Chinese Dinner Seafood,9
Rice Plate - Beef,9
Dim Sum 北方點心,9
Fruit Tea 水果清茶,9
Vegetarian Beef (No Meat),9
Shrimp Lunch Special,9
Appetizers 小菜,9
Chinese Breakfast And Street Food,9
Vietnamese Dishes,9
Japanese Soup and Salad,9
Steamed Menu 蒸餚,9
Hot Pot (煲仔菜),9
Buns,9
Sushi Entrée,9
Vegetable Favorite,9
Specialties and Fried Chicken,9
Dry Pot and Sizzling Iron Plate 干锅及铁板,9
Beef and Lamb 肉类,9
Hot Dishes （热菜）,9
Sichuan Dishes (特色风味),9
Baked Rice or Spaghetti,9
King Food Specialties - Lunch,9
Rice &amp; Noodle Dishes,9
Light &amp; Vegetarian Dishes,9
PHO,9
Chickens and Ducks and Seafood 闻鸡起舞及羡⻥情徒,9
Zhao's Special 本楼特色,9
Chicken (Quart),9
From The Sea,9
Yum Yum's Entrees,9
PEKING DUCK/ CHINESE BBQ,9
Appertizer,9
Taste of Thai,9
Cold Appetizers 凉菜,9
Stone Pot Rice (煲仔饭),9
Hot Drink,9
Noodles &amp; Fried Rice - Lo Mein (Stir-Fried Egg Noodle),9
Hong Kong Style Chow Foon 香港式炒粉,9
Noodles &amp; Fried Rice - Noodle Soup,9
Chow Mai Fun (Rice Noodle),9
Fried Rice (Arrox),9
Pork (Puerco),9
Beef (Carne De Res),9
Old Chinatown Famous Dishes,9
Chinese Cusine,8
Chicken Snobs,8
Soup (Sopa),8
Mains side group,8
Teriyaki/Chinese Special,8
From The Kitchen,8
Fried Rice/Chow Mein/Noodles,8
Soba (Japanese Express),8
Hibachi (Japanese Express),8
Starters &amp; Soups,8
Rice 精美米饭,8
"Fried Rice, Chow Mein, Lo Mein and More Noodles",8
Hand Rolls (Temaki),8
Soup with Fried Noodles,8
Tofu Specialties (Beancurd),8
Weight Watcher Menu,8
Health Diet Foods,8
Top 10,8
"Grilled Steaks, Seafood and Veggies",8
Strawberry,8
Chef's Specialty Entree,8
Seafood/ 海鲜类,8
Chinese Plate,8
Vietnamese Cuisine - Com Dia (Rice Plate),8
Noodles &amp; Fried Rice,8
Thai,8
Moo Shu Pancakes,8
Hot Small Plates,8
V-Bowl,8
Classic Original Flavored Broth,8
Staple food 小吃主食类,8
Dipping Sauces,8
Soup (16 oz),8
Special Diet Food 特色健康菜,8
Soda ,8
Pork 五花八⻔,8
Beef and Lamb and Soup 牛羊成群绿草如茵,8
Bento Special,8
Chinese Combos,8
Charcoal BBQ （烧烤类）,8
HAWAII POKE BOWL,8
Thick Noodles with Sauce (Yat),8
Rice-Noodles,8
Low Calorie Meals - Lunch,8
Special Szechuan Cuisine,8
Crossingthe Bridge Noodles 特色过桥米线,8
Traditional Yunnan Noodles 传统云南米线,8
Pavo Skewer 云炉炸串,8
Yaki Udon,8
Handmade Noodles Dishes,8
Sushi/Sashimi Combinations,8
Rice Noodles ,8
Spicy Boiled Style,8
Buns and Pancake,8
Chef's Specials (廚師推介),8
Cold Noodles,8
Crispy Noodle (Chow Mein),8
Vegetables 碧绿⻘翠,8
Poultry 鸡、鸭,8
Spicy Rolls,8
Stir Fry Rice Noodles,8
Combination Plate 全天套餐,8
"Rice, Noodle and Chow Fun",8
Lunch Specials B (Chinese Rice Bowl),8
Vegetarian Shrimp,8
Vegetarian Pork,8
Fried Special Platters,8
Alive Seafood,8
Taste of Dough 包子风味,8
Soup &amp; Noodle Soup,8
SOUPS,8
Rice Noodle and Noodle 粉面类,8
Low Calorie Meals,8
Fried Rice (All Large Size),8
Chow Mein Noodle,8
All Day Menu - Fried Rice,8
All Day Menu - Lo Mein,8
HotPot-Seafood,8
Green Beans,8
Hot Pot ,8
Taiwanese Street Food,8
Noodles 捞面,8
Wings Combo 香酥鸡翅套餐,8
Chow Mein and Fried Rice 炒面及炒饭,8
Bao 包,8
Vegetables and Rice,8
Stir Fried Rice Vermicelli,8
Chowmein/Noodles,8
soda,8
Dessert/ soft drink   甜点/饮料,8
Fried Rice and Side Orders,8
ROLLS,8
Hot appetizers,8
American Subs Specials,8
Teriyaki and Chinese Combinations,8
Taipei's Beef,8
Pork (肉),8
Poultry 鸡,8
Noodles and Rice 精美主食,8
Peter Chang Hot Appetizer 热台,8
Dim Sum and Appetizers,8
Vietnamese Sandwich,8
Hot Pot Soup Base,8
Small Plate,8
Sushi Bar Dinner,8
Arroz chino,8
"Combinacion con pescado (Arroz chino , papas fritas y carne .)",8
SIDEs,8
Hibachi Entree,8
Potstickers &amp; Dumplings,8
Chinese Entrée (中餐),8
Dry Mix Noodles,8
Special combo,8
Diet Food Vegetable,8
Beef Mains,8
FriedRice,8
Cold Dishes 冷盤,8
Fried Rice (Cơm chien),8
DESSERT,8
Meat Over Rice日式盖饭系列 [comes with free miso soup+ sesame balls],8
TVP Vegetarian,8
Po’Boy sandwich ,8
"Burger, Cold Noodles, Lamb Soup",8
Beef Dinners,8
Kids' Meals,8
"Rice, Noodles, and Soba Noodles",8
Entree (Vegetable),8
Milk &amp; Coffee,8
Spicy Roll,8
Customer Favorite's,8
Beef (w/ White Rice),8
Health Options,8
Soup 养生汤品,8
Chow Mei Fun (Skinny Rice Noodles),8
Lo Mein &amp; Other Noodles,8
Noodles 私房面,8
Pot Sticker (锅贴类),8
Famous Bowls and Dishes,8
"Combinaciones con camarones (Arroz chino , papas fritas y carne .)",8
Diet Special Dishes,8
Our Chef's Suggestions,8
Steamed Bao 蒸包,8
Sushi or Sashimi or Rolls - Sushi Entree,8
NIGIRI SASHIMI - 5PC,8
 Signature Handmade Noodles 招牌手工拉面,8
Lunch - Fried Rice,8
Family Combos,8
Vegetarian (素菜),8
Appetizer (小菜),8
Xpress Meals,8
Porridge's,8
Fride Rice,8
TO - GO DRINKS,8
Sushi Roll Combos,8
Rice / Noodles,8
Special Low Fat Cuisine,8
"Pan Fried Noodle, Chow Fun, &amp; Rice Noodle",8
Pork (Qt),8
Seafood  Dinner Special,8
Seafood Boils (Let's Shake It),8
Rainier Loves 美式中餐,8
Dim Sum and Snack,8
Lo Mein/Mei Fun Noodle,8
Regular Sushi Rolls,8
Specials &amp; 2 Item Combos,8
Rice (饭),8
Lunch - Soups,8
Kids Meal with Drinks,8
Family Combinations,8
Pork ( w. Rice ),8
Clay Pot 煲仔,8
Baked Rice or Spaghetti 焗饭或意粉,8
Chowmin/Noodles,8
Pan Fried Noodle or Rice Noodle,8
Vegetables | Tofu,8
Lo Mein (Large),8
TERIYAKI,8
Baked Spaghetti Section 焗意粉類,8
Nutrition and Beauty Drinks (美丽选择),8
Non-Vegetarian Appetizers,8
Newly Launched Dishes新菜推介,8
Noodle &amp; Salad Bowl,8
VEGETARIAN,8
Sweet &amp; Sour (糖醋系列).      Served with fried rice or steamed rice ,8
NEW!,8
Health &amp; Diet,8
All Day Menu / Appetizers,8
Cantonese Meat 粵式肉類,8
Tempura Dinners,8
Teriyaki and Chinese Combos,8
Chow mein＆PHO 炒面,8
Noodles Soup🍜,8
Fried Rice🍛,8
Vegetables🥗🥦,8
Signature Sizzling Plate Section 特色鐵板類,8
Baked Rice Section 焗飯類,8
Sushi Party Tray &amp; A La Carte,8
Soft Lo Mein,8
Fried Rice (Large),8
WOK Dish,8
Fusion,8
Rice Dishes 滑飯 (Com),8
Fried Rice 炒飯 (Com Chien),8
海鮮類 Seafood,8
蔬菜類 Vegetable,8
熱炒類 (特色) Specialties,8
Bottle Beverages (500mL) ,8
Weight Watcher Mains,8
Dimsum - C,8
Sips,8
Special Diet Menu (Steamed),8
Family Style Dinner,8
Soup (Qt),8
Chang's Special (Rice Not Included),8
Beef Selection,8
Add Sauce,8
Vietnamese Vermicelli &amp; Layered Rice,8
Lo Mein (Dinner),8
Soups (Traditional),8
Fish Basket,8
Bbq &amp; soy sauce ( meat only ),8
Chicken Selections,8
Beef &amp; Lamb - J,8
Desi,8
Chef’S Special,8
Soup (湯類),8
"Lo Mein, Chow Fun, and Udon Noodle",8
Beef and Lamb  牛肉/羊肉类,8
Wok-Beef,8
Wok-Seafood,8
Pork-P,8
Pork 豬肉類 (Heo),8
Congee 粥 (Chao),8
Chow Mein Combos,8
Fish and Seafood 海鲜类,8
Dinner Appetizers,8
River Side Style,8
Fried Rice‏,8
Family Style (Fried Rice),8
Teriyaki and Wok Specials,8
Herbal Curry,8
feelin' saucy! (Sauces),8
Tandoori,8
Kid's Menu Served with French Fries,8
Deep Fried Sushi Rolls,8
Weight Watcher's Menu,8
Main Entree Vegtables,8
Authentic Chinese Cuisine Appetizers,8
Rice Noodle 粉麵類,8
"Poke (Our Food May Contain Peanut,Dairy,Egg Or Shellfish Products)",8
Slushie,8
Veggies Mostly,8
Swiggity Swag,8
Introdusing Ostrich Meat,8
"Fried Rice, Lo Mein and Chow Mein",8
Additional Side Orders,8
Drinks Chef's Special 主厨特色饮料,8
Vermicelli Bowls,8
Handroll &amp; Makisushi Combo,8
Chicken dish with White Rice(Large),8
Beef (Served with Steamed Rice),8
Congee 粥類,8
Rice Specialities,8
Mom's Specials 媽媽廚房特色,8
New and Featured Dishes 最新推出,8
Everest Cafe Nepalese Menu,8
Vietnamese Noodle Soup,8
 Add-on,8
Individual Combination,8
Appetizers 涼菜,8
Individual Dinner 单人份晚餐,8
Drink and Dessert 甜品饮料,8
Postickers,8
Kids Menu (儿童区),8
Vegetarian / Light,8
Seafood Special Combination Combo Platters,8
Beef Special Combination Combo Platters,8
Pork Special Combination Combo Platters,8
Dietetic Choices,8
Easten Hotpot ,8
POULTRY(add one dollar when select beef ),8
Appetizers头抬,8
Fish鱼,8
Egg Foo Young (3 Patties),8
Sushi Platters,8
Beef Noodles,8
Egg Dishes,8
Combination Dinners (individual),8
Fried Rice Noodle,8
Sheegoo Rolled Ice Cream,8
Side Orders 配菜单点,8
Family Style 家庭风格,8
Rice &amp; Noodles Entree,8
Tofu 豆腐类,8
Side Sauce,8
Hibachi Entrees,8
Low Fat Meal,8
Lunch Box,8
Southeast Asia,8
Vegan Option,8
Chinese Menu - Beverages,8
Main Dishes 主菜,8
Combinations Plates (Real Fresh One!),8
Pan-fried Dumplings,8
Value Packs,8
Sake,8
All Day Menu / Beef,8
Noodles &amp; Rice Noodles,8
"Fried Rice, Chow Mein, Udon, and Rice Noodles",8
Beverages/ 饮品,8
Healthy and Diet Mains,8
Pork Dinner,8
Soups (湯),8
Mama's Signatures,8
Togo Notes,8
vegetable,8
Chengdu Style Noodle,8
Gluten Free Beef,8
Gluten Free Fried Rice ,8
Sub Combo,8
Noodles 麵,8
Noodle 麵,8
Entrees Fried,8
Vegetables..(蔬菜),8
Beverages..(饮料),8
Rice Bowl &amp; Plates,8
Kid’s Mains,8
Appetizers &amp; Entrees,8
Dinner Box,8
Noodles &amp; Fried Rice - Chow Mei Fun (Stir-Fried Thin Rice Noodle),8
A La Carte Shrimp Plates,8
Homemade Boiled Dumplings,8
Charcoal BBQ(烧烤类）,8
素菜(Vegetables &amp; Tofu),8
Vermicelli (Vietnamese Lemongrass Style),8
RIce,8
"Vegetarian - Lo Mein, Vermicelli, and Fried Rice",8
Mixed Flavors Smoothies,8
Chow Fun or Mei Fun,8
Chow Mein &amp; Chow Yuk,8
Cold Sandwiches,8
Veggie Beef,8
Drinks/Tea,8
Drink(16.9oz),8
"Fried Rice. 炒饭, 盖饭",8
CLASSIC DISH,8
Nigiri Sushi or Sashimi,8
Beef (Quart),8
"Wok Combo
",8
Beef (With Steamed Rice),8
Lo Mein Chinese Special Soft Noodles,8
Soft Noodle 捞面,8
Beef 牛类,8
Flat Rice Noodle Soup &amp; Egg Noodle Soup,8
Braised Dishes 卤味,8
Assorted Sodas,8
Noodles &amp; Fried Rice - Chow Fun (Stir-Fried Wide Rice Noodle),8
"Not Just Ramen, It's Lamen",8
Meal On Rice 碟飯,8
Dinner Menu / Pork,8
Curry Lo Mein,8
Rice Noodle ,7
Soft Noodle (Lo Mein) or Noodle Soup,7
BBQ 烧腊类,7
Hot Pot 煲仔,7
Eggs over steamed Rice,7
Healthy Congee,7
Seafood Congee,7
Tai Zong Speciality,7
House Special Drinks,7
Drinks(Can),7
Best Ever Dessert,7
Seafood Snobs,7
Side Order ,7
Hong Kong Style BBQ 香港式燒烤,7
Dinner Menu / Fried Rice &amp; Lo Mein,7
Nutrition &amp; Health Food,7
Sushi Premium Rolls ,7
Specialty Entree,7
Chinese Entree - Vegetarian Plates,7
Chinese Entree - Shrimps,7
Maki Rolls  (Sushi),7
Sashimi (5pcs),7
drink,7
Chow Mei Fun (Thin Noodles),7
Bun (Vermicelli),7
Starter Soup,7
Kids Plate,7
Wings and Wings,7
"Appetizers (Our Food May Contain Peanut,Dairy,Egg, or Shellfish Products)",7
Kids' Meal,7
Veggie Fried Rice,7
Drinks 飲品,7
All the Small Things,7
Entrée Salads,7
Healthy stir fry plate,7
A La Carte (Beef),7
Traditional Dinners,7
Noodle Udon,7
Pan Fried Dumplings,7
Yakisoba and Yakiudon,7
Chinese Menu - Diet Dishes,7
Exotic Drinks,7
Lunch Sides,7
Entrees Stir Fried,7
Diet Menu Stir-Fried Dishes,7
Vegetables (w/ steamed rice),7
Sizzling Hot Pots (Chef's Specials),7
On The Bowl - 蓋 飯,7
Beef - 牛肉類,7
Add or Extra,7
Yakisoba (Noodles),7
Sushi Donburi,7
B.B.Q. on White Rice (B.B.Q. item may sold out a hour before we close)or please call first,7
Still Thirsty?,7
Teriyaki and Noodles Specials,7
Buns &amp; Wonton,7
Loo Mein (Soft Noodles),7
Fine Snack 精美点心,7
VietFresh &amp; Boba,7
Vietnamese Cuisine - Vermicelli Noodle,7
Chinese Menu - Desserts,7
Chinese Menu - Pork,7
Cold Dishes 涼拌菜,7
Chow Mei Few,7
Beef dish with White Rice(Large),7
Pork Combination Platters,7
Spicy Incense Port,7
Signature Dim Sum,7
Chow Fun ,7
Appetizers/Something Fried,7
Beverages Flavored Tea,7
Lo Mein Dishes,7
Subgum Chow Mein Dishes,7
Dipping Sauce 蘸,7
Hot Side Dishes 烹,7
Fresh Cheese Tea,7
Fresh Fruit Smoothie,7
BBQ and Marinated Specialties,7
Pork Combos,7
Wok-Pork,7
Seafood Appetizers,7
Desert,7
Spicy Boiled Entrees (红红火火),7
Dry Pot Series (干锅拼铁板),7
House Special (乐不思蜀),7
Sichuan Salad (凉菜),7
Appetizer 小吃,7
Barbecue Hong Kong Style 港式燒烤,7
Angel Hair,7
Dim Sum (Special),7
Breakfast,7
Lo Mein‏,7
Dumpling &amp; Pot Sticker,7
Shrimp (Served with Steamed Rice),7
Family Dinner Combination,7
頭擡 Appetizers,7
Chow Mein 炒麵 ,7
Indian Breads,7
Dinner Chicken Combination Plate,7
Beef-B,7
Lunch Special Chicken,7
Dinner Combination Plates / Chicken,7
Lunch Special / Chicken,7
Dim Sum Rice Rolls (available before 3pm),7
Mai Fun or Ho Fun,7
Chicken A La Carte,7
Chef’s Special Chicken,7
Specialty Fried Rice,7
Hot Dishes,7
Casserole Stew Pot Series,7
Chow Mee Fun - Thin Rice Noodle,7
Rice Noodle (Thin),7
Noodle (Flat),7
"Bento (rice,salad,8pcs california roll,4pcs Gyoza and choice of your meat)",7
Gluten Sensitive Dishes,7
Fried Rice/Chow Mien,7
Dessert &amp; Side Dishes,7
Chowfun (Flat Rice Noodle),7
Rice Noodles🥢,7
Grocery Items,7
"Pork, Lamb, Frog, Duck",7
Additional Items 外加選項 ,7
Cold Apps - A,7
Soup - F,7
Vegetable Dishes ,7
Frappucino,7
Noodle Galore,7
Can Drink,7
House Special Beef,7
Chef's Specialties - Feiteng,7
On a Bun,7
Espresso Coconut Milk and Latte (拿铁/咖啡/椰奶系列),7
Mongolian B.B.Q,7
NEW: Sushi Combinations,7
Rice Noodles (Large),7
"Chicken , Duck, and Squab",7
Chinese Egg Foo Young Entrees Combo,7
Chinese Egg Foo Young Entrees,7
Noodle Dishes Combo,7
Noodle Dishes Entree,7
Raw Fish Rolls,7
Soups (w. Crispy Noodle),7
Low Calories Diet Mains,7
Meat/Seafood Lovers,7
Health &amp; Diet Conscience Dishes,7
Diet Health Food,7
Vegetable and Bean Curd(Tofu),7
Nutrition Dishes,7
Egg Foo Young Over Rice 芙蓉蛋盖饭,7
Chow Mein Fun (Rice Noodle),7
Big Bowl,7
Noodles / Fried Rice,7
Vermicelli Plate,7
Drinks (饮料),7
Chow Mein / Noodles,7
O-Bento,7
Healthy Food Selection,7
Lunch - Vegetable,7
"All Day Pick-Up Specials: all served with egg roll, fried rice or lo mein (pork, beef, chicken)",7
Taipei's Seafood,7
"Lo Mein, Rice, Chow Mein, and Egg Foo Young",7
Chef’s Recommendation,7
Soup (Canh),7
Vegetables Hunan Cuisine 全素炒菜,7
Soup with Crispy Noodles,7
SOUP. SALAD &amp; APPETIZER,7
Desserts and Drinks,7
Rice Bowl ,7
Chow Mei Fun Plain Fried Rice Noodles,7
Chow Mei Fun (Soft Rice Noodle),7
Special Bento,7
Steam Rice &amp;  Fried Rice,7
Asian Style,7
Soups (16 oz),7
Udon/Mei Fun (Rice Noodle),7
Lo Mein (Soft Noodle) or Mei Fun / Lo Main (Pasta Suave),7
Fried Rice / Arroz Frito,7
Extra Orders (Ordenes Extras),7
Fried Seafood and Chicken Dinners 香酥系列,7
Chicken Wings 炸鸡翅( Whole),7
Entrees Salad,7
Soup to Share,7
HotPot-Meatballs and Paste,7
Gourmet Combination Dinner,7
Lunch and Dinner 午餐及晚餐,7
Beverage and Hot Tea,7
Soup Noodles 汤拉面,7
Kungfu Dim Sum 功夫小食,7
Bubble Waffle,7
Dessert Snacks,7
Happy Garden Dinner,7
The Seafood Boiling,7
Pho - Kids Meal,7
Chinese Entrees - Shrimp,7
Chinese Entrees - Combination Dishes,7
Singapore Noodle,7
Rice Plate - Pork,7
Vermicelli Rice Noodle Bowl - Beef,7
Teriyaki and Tempura,7
Chinese Dinner Beef and Lamb,7
Korean Kimchi Broth,7
Chef Selection Base Soup,7
Healthy Eating,7
Roast pork,7
Dried Hot Pot 干锅类,7
Vegetarian 素食,7
Flour Food 面食,7
Five Spices (传统卤味),7
Appetizer (前菜),7
Steam Dish,7
Tempura and Teriyaki,7
Beef Flank Steak,7
Hotpot,7
Dieter's Delight,7
Mai Fun (Pacit),7
Pork - Lunch,7
Vegetable &amp; Bean Curd - Lunch,7
American Special,7
"Chicken Wings, Tenders, and Nuggets",7
Malatang Combo,7
Cold Sake (Bottled Wine),7
Lunch Lo Mein,7
House Special Noodles,7
Vegetarian 蔬菜類,7
Simply Vegetarian (Served with Steamed Rice),7
Famous Sauces,7
Seafoods (海鲜),7
Lomein Noodles,7
Chinese BBQ,7
Noodle and Fun Soup (湯面及粉),7
Lo Mein (撈面),7
Mein Fun (Pancit),7
Iced/Hot Drinks,7
Kids Corner,7
Dried Hot Pot (香辣干锅),7
Japanese Yaki Udon,7
Instant Hot soup 小火锅,7
Sushi Lunch Special,7
Signature Noodle Soups,7
Thai Stir Fried,7
Wok Chinese and Teriyaki (White meat),7
Soup or Salad,7
"Lunch Specials of the Day (come with pork fried rice, egg drop soup and iced tea)",7
TOFU &amp; VEGE,7
ADD ONS,7
All Day Menu - Specialty Dishes,7
All Day Menu - Special Diet Dishes,7
Sides and Extras,7
Chicken Wings Special ,7
Original Chilly Pot 特色干锅,7
Vegetable‎ Dishes,7
Appetizer 涼菜,7
Special  特别,7
Dinner Bento Box,7
Oriental Pasta,7
Deep Fried Foods Lunch,7
Kids Entrees,7
Stir Fry Noodle Chow Foon,7
Stir Fry Noodle Lo Mein,7
Stir Fried Veggie,7
"Salad
",7
"Stir-fried Homemade ""Cat Ear"" Noodles (炒手工猫耳朵)",7
New Vegetable TVP 素肉,7
Dasani Sparking Water,7
Vermicelli (Bun),7
Bento Box Special,7
"Fried Rice
",7
Proteins,7
À La Carte Dinners - Beef,7
Fish 鱼 ,7
FAMILY DINNER,7
Delights Entree,7
Milk Cap,7
Children's Meal,7
"Thai, Pho &amp; More",7
Szechwan Cuisine,7
Pancit 米粉,7
Yak Mein,7
All Day Menu - Chow Mei Fun,7
Hand Drawn Noodle 燴麵,7
House Special Family Dinner,7
Brewed Tea 經典醇茶系列,7
Japanese Salad,7
Lo Mein or Udon,7
Noddle (Lo Mein),7
Lo mein (Spaghetti),7
Entress,7
Steamed Dumplings (手工蒸饺),7
new,7
Lunch / Vegetable,7
Sushi and Sashimi Combos,7
Japanese Dinner Bento Box Special,7
Lunch Special Vegetarian,7
Steamed Menu,7
Noodle Nights,7
Pan Fried Noodles or Lo Mein,7
Rice &amp; Breads,7
Homemade Dumpling 手工水饺,7
Chow Mei Fun (Rice Noodles),7
"Hand Roll
",7
Pork with White Rice,7
Chinese Grilled Hibachi Specials,7
Weight Watch Mains,7
"Combinaciones con res (Arroz chino , papas fritas y carne .)",7
Egg Fried Rice,7
Lunch Menu / Chop Suey,7
Lunch Menu / Appetizers,7
Japanese Grilled Entrees,7
Famous Spicy Food,7
Japanese Home Style,7
Cinese Menu,7
Noodle &amp; Fried Rice,7
Light Mains,7
S&amp;T's Special Dishes,7
Beverages / Tea,7
Appetizers - Cold,7
Uncle Chen's Specialties,7
Classics - Chow Mein or Chop Suey,7
Salad Rolls (Goi cuon) Bar,7
Vietnamese - Stir Fried Noodles / Mi Xao Mem,7
Yummy Wings,7
To Fu Special,7
Sushi Alacarte,7
Own Choice Combination Dinners,7
Foo Young,7
素菜 Vegetables,7
湯羹 Soups,7
Roasted Dishes,7
Diet Treasure,7
Soft Noodles (Lo Mein) and Rice Noodles (Mei Fun),7
Child's Plates,7
Fried Rice (Qt),7
Lunch Menu / Chicken,7
Entree (Noodles and Rice),7
"Chopsuey comb. con vegetales (Arroz chino , papas fritas y carne .)",7
Fried Rice Lo Mein Pansit,7
Sushi or Sashimi or Rolls - Appetizer,7
Pakoras,7
Bourbon Entrees,7
Soups 湯羹類,7
Dim Sum Appetizers,7
Entrée (Seafood),7
Pancit(Rice Noodle),7
Seafood Boils (Combo),7
Thai Fried Rice (Dinner),7
Thai Curry (Dinner),7
Lo Mein (Qt),7
Dipping Sauces 蘸,7
HOTPOT,7
Authentic Chinese Soups,7
Vietnamese - Rice Vermicelli / Bun,7
Additional Sides &amp; Condiments ￼,7
Sushi to Go Menu,7
House Hot Spicy Pot (Traditional),7
Authentic Chinese Cuisine Soup,7
Main Entree Pork,7
Goat and Lamb,7
Grilled,7
The Bowls,7
Family Combo,7
Bun 包子,7
Health Food Selection and Vegetable,7
Appetizers &amp; Cold Dish     头抬&amp;凉菜,7
Specialty Sushi Roll,7
Lamb Entrees,7
Nutrition &amp; Healthy,7
Thai Dishes,7
Fried Rice (large size),7
Chow Fun or Chow Mei Fun,7
Tom Yum,7
Teriyaki/House Combo,7
"Lo Mein, Chow Fun, and Chow Mai Fun",7
Dinners &amp; Baskets,7
Noodle/Mein,7
Fruit Tea | 水果茶,7
Lo Mein (Chinese Soft Noodles),7
Vegetables (large size),7
Combo Meals B,7
Top 10 Dishes/ 十大人气爆品,7
Main Dish/ 主食,7
Appetizers/ 一手开胃菜,7
Desserts / Beverages,7
Noodles Dinner,7
Fish（Served with white rice）,7
Yellow Curry Style ,7
Young Chow Fried Rice,7
Meatball and Paste 火锅涮品•丸类•虾滑,7
Vegetable and Diet Dish,7
Veggie Plates 蔬菜盤,7
House Handmade Noodle 自製手搟麵,7
Tasty Wings,7
Chef's Suggestion ,7
Teriyaki Rice Bowl,7
Yakisoba and Lomein,7
"St. Louis Fried Rice
",7
Pan Fried and Baked,7
TVP,7
Sauces &amp; Add-Ons,7
Side Dishes (小菜),7
Veggie Shrimp,7
Pork Dinner Special,7
In the Box,7
Lo Mein and Singapore Style Noodle,7
Vietnamese Cuisine - Pho (Noodle Soup),7
Authentic Chinese Cuisine,7
Shrimp虾,7
Beef牛肉,7
BBQ Selection (海港燒味),7
